"Transcript" "M1-10" "M1-13" "M1-28" "M1-3" "M1-30" "M1-31" "M1-32" "M1-8" "M2-13" "M2-14" "M2-15" "M2-17" "M3-26" "M3-28" "M3-4" "M3-5" "M3-8" "M3-9" "M4-1" "M4-17" "M4-18" "M4-21"
"2787" "FBtr0112720" 2.174 2.553 1.698 1.531 1.373 2.596 2.493 2.07 1.667 2.286 2.192 1.925 1.362 2.381 1.746 1.206 1.883 1.847 1.592 1.951 2.012 1.822
"2788" "FBtr0300184" 13.632 13.525 13.733 11.81 14.238 16.05 10.015 11.926 14.946 10.187 12.308 17.103 12.887 11.852 12.631 13.859 14.706 11.998 16.608 10.479 15.886 14.066
"2789" "FBtr0300185" 11.4 11.31 11.484 9.877 11.907 13.422 8.375 9.973 12.499 8.519 10.338 14.312 10.801 9.911 10.563 11.59 12.35 10.034 13.889 8.763 13.315 11.763
"2790" "FBtr0079531" 16.088 15.68 16.053 14.309 16.299 18.681 12.095 15.008 17.855 12.045 14.303 20.366 14.932 13.718 14.81 15.711 17.735 14.031 19.767 12.241 18.946 16.675
"2791" "FBtr0114550" 10.683 13.174 12.116 13.972 11.056 11.393 12.87 10.226 12.346 16.417 15.252 17.357 12.734 10.825 15.231 4.177 11.265 13.654 12.171 12.229 12.448 10.069
"2792" "FBtr0300183" 11.468 14.056 12.945 14.992 11.887 12.193 14.011 11.061 13.307 17.451 16.578 18.707 13.739 11.458 16.064 4.601 12.108 14.805 13.195 13.13 13.346 10.851
"2793" "FBtr0079551" 0.631 12.289 1.329 7.519 4.968 1.978 15.156 3.137 1.381 1.261 3.204 4.713 6.718 5.191 8.157 4.27 4.057 8.744 3.83 1.551 2.059 1.388
"2794" "FBtr0079532" 206.371 223.699 181.259 219.776 339.765 381.538 282.2 212.785 237.604 427.861 359.199 394.48 443.085 1075.999 389.939 424.87 156.084 225.568 212.446 1495.098 651.48 778.801
"2795" "FBtr0100151" 170.622 184.933 150.505 181.757 280.955 315.96 233.151 175.912 197.118 353.755 296.768 326.816 366.305 889.935 322.034 351.117 129.024 186.413 175.659 1235.283 538.77 643.77
"2796" "FBtr0079550" 15.84 12.844 15.378 14.665 16.912 18.534 17.322 14.274 16.886 14.849 15.879 24.737 16.448 30.422 14.895 22.588 13.83 12.257 13.423 33.526 18.994 20.273
"2797" "FBtr0079549" 15.465 12.579 7.801 16.03 23.138 13.869 20.53 15.155 14.746 32.325 19.073 15.672 27.864 27.257 18.666 11.762 16.134 18.095 19.715 29.478 16.523 22.208
"2798" "FBtr0300761" 4.047 5.132 6.046 3.755 3.428 5.911 5.704 3.305 5.344 3.428 6.636 7.615 6.258 7.321 4.168 4.781 4.111 3.319 5.514 4.504 5.352 6.297
"2799" "FBtr0079533" 14.869 14.366 7.525 11.237 10.024 8.538 9.934 10.404 9.353 10.694 8.296 9.811 11.045 8.358 9.95 3.097 10.772 11.578 11.535 11.792 10.836 8.221
"2800" "FBtr0079534" 16.323 15.859 8.183 12.383 10.964 9.29 10.9 11.713 10.272 11.746 8.831 10.693 12.492 9.107 11.036 3.268 11.735 12.724 12.538 12.838 11.761 8.907
"2801" "FBtr0301129" 0.824 4.394 6.742 7.548 4.403 2.522 2.512 4.885 1.623 3.287 7.966 3.543 0.959 0.56 1.802 0.659 0.705 0.213 0.846 0.812 0.85 0.78
"2802" "FBtr0301128" 5.782 8.968 11.093 11.143 8.842 7.319 6.671 7.534 8.715 7.457 12.667 9.636 5.5 4.232 5.664 6.809 5.077 4.701 5.586 4.593 6.895 5.054
"2803" "FBtr0079535" 41.273 43.89 64.504 46.867 40.53 58.22 55.846 51.118 46.198 70.423 57.636 75.452 54.492 53.098 41.299 84.019 35.374 39.415 43.852 51.299 49.861 57.276
"2804" "FBtr0079536" 42.231 42.297 39.981 41.223 35.243 45.836 42.276 42.225 37.278 41.651 41.79 44.793 40.131 39.272 40.305 11.058 40.077 45.334 40.704 41.37 35.818 35.775
"2805" "FBtr0079537" 48.297 48.093 45.232 46.771 40.296 52.727 48.502 48.69 42.658 47.631 47.757 50.911 46.051 45.293 46.29 12.895 46.165 52.417 46.65 47.42 40.987 40.969
"2806" "FBtr0079538" 47.504 47.265 44.576 45.814 39.671 52.104 47.742 47.62 41.747 46.903 46.944 50.268 45.212 44.325 45.518 12.719 45.349 51.42 45.817 46.8 40.196 40.219
"2807" "FBtr0079539" 46.442 46.088 43.408 44.696 38.867 51.098 46.769 46.817 40.867 45.738 45.738 49.229 44.253 43.411 44.567 12.445 44.433 50.19 44.841 45.539 39.365 39.298
"2808" "FBtr0079540" 30.17 12.646 13.909 14.482 14.836 17.65 15.386 36.965 17.216 17.849 14.798 20.024 24.671 40.221 27.104 203.294 41.411 19.084 17.733 27.184 21.802 19.525
"2809" "FBtr0079546" 878.925 1062.622 1144.032 1042.307 1008.304 1187.977 1470.293 1131.587 1249.715 1393.905 1772.11 1299.567 1364.28 1154.375 1078.497 3214.626 1040.402 1100.037 1184.835 1156.085 1272.931 1100.638
"2810" "FBtr0091677" 1.985 3.832 2.82 2.084 10.716 3.351 1.624 3.681 4.599 4.084 4.158 2.658 5.743 1.094 0.92 0 2.202 3.333 1.36 3.687 3.794 4.813
"2811" "FBtr0079541" 6.648 6.713 5.411 7.458 4.48 5.85 5.722 5.352 5.266 5.619 5.515 5.794 5.502 4.404 5.047 0.635 5.97 6.404 6.192 5.326 5.349 4.45
"2812" "FBtr0079545" 31.069 33.304 30.361 30.287 22.781 31.994 32.839 24.837 29.924 35.472 32.921 34.974 27.208 25.758 25.785 5.963 28.411 26.679 29.103 31.304 27.961 26.14
"2813" "FBtr0079544" 5.128 4.399 3.418 3.491 3.665 4.651 4.182 4.892 4.368 4.215 3.826 5.404 3.592 2.508 3.886 3.378 5.078 3.127 3.843 3.552 3.609 3.719
"2814" "FBtr0079542" 2.934 3.218 4.148 4.321 3.904 3.663 3.072 2.815 3.442 3.369 3.482 3.086 4.243 3.067 4.382 0 3.269 3.94 3.958 5.036 5.268 4.367
"2815" "FBtr0079543" 14.235 13.373 14.791 15.967 9.968 10.281 11.913 12.245 11.924 12.941 10.946 12.451 11.831 10.213 11.031 5.815 12.133 11.228 13.21 10.634 10.99 9.864
"2816" "FBtr0079566" 58.871 61.87 55.346 65.229 57.131 56.086 70.004 56.305 62.995 87.811 73.013 75.428 73.717 61.335 49.849 24.008 55.708 49.718 59.873 60.715 61.432 55.217
"2817" "FBtr0079567" 56.875 59.799 53.318 62.772 55.249 54.018 67.469 54.465 60.809 84.601 70.428 72.637 71.118 59.217 48.223 23.042 54.027 48.063 57.772 58.581 59.138 53.235
"2818" "FBtr0079568" 57.927 60.404 53.697 62.864 54.917 55.126 68.126 54.577 62.382 85.224 71.547 73.55 71.389 61.553 48.751 24.708 54.452 48.332 57.835 58.795 60.222 54.275
"2819" "FBtr0079569" 56.103 58.53 51.869 60.663 53.246 53.236 65.835 52.927 60.368 82.33 69.193 71.02 69.054 59.572 47.277 23.781 52.933 46.842 55.953 56.878 58.131 52.463
"2820" "FBtr0079570" 58.006 61.023 54.544 64.4 56.634 55.145 69.394 55.579 62.373 86.788 72.648 74.925 72.985 60.597 49.022 23.446 55.005 49.121 59.277 60.184 61.036 55.105
"2821" "FBtr0079571" 55.44 57.899 51.457 60.313 52.923 52.759 65.597 52.326 60.02 81.9 69.088 71.009 68.655 59.205 46.572 23.424 52.235 46.344 55.627 56.662 58.165 52.609
"2822" "FBtr0079572" 57.138 59.64 52.977 62.131 54.49 54.267 67.589 53.929 61.814 84.314 71.231 73.112 70.745 60.863 47.999 24.174 53.818 47.798 57.313 58.332 59.873 54.186
"2823" "FBtr0079573" 57.524 60.603 54.126 63.711 56.245 54.784 68.808 55.168 61.988 86.034 71.917 74.44 72.431 60.639 48.599 23.139 54.664 48.733 58.808 59.684 60.599 54.749
"2824" "FBtr0079574" 55.651 50.193 51.409 60.148 46.972 48.669 56.896 53.324 55.104 73.139 58.594 59.651 58.786 53.386 45.596 15.68 51.593 46.853 53.546 54.839 48.356 45.259
"2825" "FBtr0078008" 1.025 1.468 0.557 0.47 1.294 0.441 0.922 1.102 0.798 0.953 0.758 1.219 2.368 2.881 2.598 7.046 1.885 0.878 2.2 1.671 2.082 1.902
"2826" "FBtr0078009" 6.104 6.351 5.72 6.099 8.193 6.206 7.369 6.824 6.96 6.6 7.569 5.91 6.942 6.102 6.249 1.831 5.454 5.183 5.924 7.449 6.448 6.687
"2827" "FBtr0301229" 21.861 23.628 23.401 22.585 17.022 24.445 20.792 19.736 22.775 21.449 21.223 26.716 20.236 20.587 22.429 8.769 23.258 21.887 22.818 23.991 23.536 21.742
"2828" "FBtr0079575" 2.602 2.573 3.254 2.164 2.383 1.498 2.148 1.216 2.226 1.75 2.491 2.67 2.507 2.692 3.049 0.534 1.588 2.371 2.376 2.229 2.043 1.731
"2829" "FBtr0079642" 21.282 20.84 18.835 22.41 24.254 20.049 25.581 15.656 20.112 22.886 21.931 20.873 26.86 22.808 25.114 17.048 20.838 22.933 22.646 23.049 21.994 21.962
"2830" "FBtr0079576" 15.79 16.722 15.975 16.012 15.339 18.464 13.345 15.807 16.873 14.63 14.286 15.95 15.76 16.086 16.457 6.54 16.64 16.572 16.565 15.734 17.596 14.838
"2831" "FBtr0078041" 7.297 7.828 8.191 7.043 7.28 8.003 8.082 8.691 8.872 7.68 8.489 8.189 7.448 6.719 6.83 9.136 6.936 7.483 7.474 8.719 7.755 7.23
"2832" "FBtr0302595" 24.395 27.922 27.295 27.288 29.73 26.671 29.11 24.244 25.089 39.858 36.272 35.202 30.789 26.469 26.379 9.622 25.452 25.265 24.067 36.786 30.023 23.001
"2833" "FBtr0079641" 23.892 27.258 26.622 26.651 29.04 26.021 28.504 23.808 24.515 39.094 35.559 34.296 30.169 25.922 25.904 9.436 24.851 24.9 23.589 36.118 29.404 22.556
"2834" "FBtr0079577" 0.022 0.428 0.32 0.487 0.944 0 0.545 0 0.337 0.414 0.698 0.618 1.498 0.398 0.574 0 0 0.454 0.318 0.523 1.638 0.232
"2835" "FBtr0079578" 0.029 0.568 0.426 0.539 0.971 0 0.362 0 0.407 0.423 0.927 0.678 1.991 0.528 0.762 0 0 0.604 0.422 0.588 1.719 0.257
"2836" "FBtr0079579" 11.791 9.084 5.313 9.706 7.942 8.226 8.043 7.423 8.233 12.128 8.975 9.846 8.641 9.875 9.515 7.887 10.342 12.086 8.507 8.554 7.3 7.001
"2837" "FBtr0079580" 2.925 3.3 3.061 3.666 2.591 2.778 4.795 1.763 4.145 5.458 7.707 5.806 6.18 6.95 6.415 5.848 4.302 3.157 5.625 12.994 7.862 6.488
"2838" "FBtr0079581" 10.017 8.063 9.254 10.2 9.636 10.702 9.357 12.779 9.289 9.508 8.988 11.284 11.636 12.17 13.077 7.023 11.443 10.471 11.209 10.121 9.998 11.149
"2839" "FBtr0078010" 8.05 7.096 7.69 7.4 10.778 6.115 8.097 12.613 6.279 9.657 8.285 6.491 9.131 9.706 10.039 7.26 8.652 10.602 6.606 8.185 9.229 9.514
"2840" "FBtr0079640" 34.74 39.378 35.529 39.804 42.168 49.292 54.448 50.412 35.053 46.319 46.787 41.628 64.163 50.525 54.078 77.224 42.472 39.756 37.271 52.933 47.683 51.056
"2841" "FBtr0300331" 19.893 20.94 20.713 23.908 11.005 20.498 15.864 18.392 17.09 15.087 13.966 18.706 14.507 15.944 15.851 3.026 14.068 15.292 15.926 12.54 12.929 15.191
"2842" "FBtr0300332" 19.908 20.979 20.693 24.095 11.023 20.515 15.954 18.385 17.147 15.062 14.008 18.691 14.57 15.906 15.912 2.882 14.179 15.362 15.908 12.578 12.881 15.182
"2843" "FBtr0300333" 19.825 20.843 20.693 23.937 10.887 20.511 15.766 18.61 16.957 15.072 13.908 18.778 14.456 15.777 15.752 2.703 14.14 15.296 15.908 12.554 12.902 15.259
"2844" "FBtr0300334" 19.87 20.947 20.58 23.93 11.119 20.536 15.923 18.068 17.171 15.072 13.939 18.809 14.492 16.05 15.849 3.102 13.577 15.259 15.982 11.937 12.704 15.266
"2845" "FBtr0078040" 3.497 2.782 3.81 2.881 3.538 4.055 2.525 3.421 3.936 2.71 2.341 3.49 3.323 3.043 1.877 1.431 2.597 3.024 2.785 3.051 3.289 2.192
"2846" "FBtr0273229" 4.584 4.966 5.511 3.86 2.34 6.028 3.241 4.874 4.384 3.213 2.699 4.355 1.419 2.849 1.518 0.457 1.76 1.973 2.398 2.253 1.516 2.213
"2847" "FBtr0078039" 9.52 9.337 11.501 8.797 7.319 11.829 8.447 7.567 10.308 8.739 7.902 11.014 10.845 8.33 8.983 9.17 9.22 9.969 10.134 9.511 9.872 9.349
"2848" "FBtr0110894" 25.809 28.131 25.277 25.454 34.376 33.724 24.042 19.281 29.713 22.761 23.556 32.064 20.601 14.246 13.747 10.137 16.915 18.368 17.196 13.301 18.691 19.67
"2849" "FBtr0079638" 51.777 61.777 97.926 56.615 66.44 90.132 80.655 61.587 75.931 80.963 86.97 109.314 63.637 71.196 54.036 21.109 49.453 45.868 55.713 80.303 70.488 74.246
"2850" "FBtr0079639" 36.045 42.988 68.147 39.384 45.533 63.085 55.602 42.684 53.03 55.776 59.735 75.846 43.93 49.457 37.452 14.648 34.81 32.041 38.874 54.738 49.084 51.367
"2851" "FBtr0079586" 4.411 6.915 5.383 5.97 6.624 6.712 7.386 5.302 6.111 5.248 5.789 6.824 6.164 4.716 7.225 4.456 6.206 5.999 6.652 6.109 6.116 5.931
"2852" "FBtr0079587" 11.874 14.905 11.038 13.362 9.697 12.973 11.894 13.3 11.96 10.354 9.372 13.484 12.61 13.219 17.448 5.559 12.927 13.968 12.122 11.846 10.348 11.268
"2853" "FBtr0079588" 12.89 15.96 11.57 14.331 10.579 13.764 12.859 14.042 12.954 11.159 10.075 14.637 13.89 14.229 18.82 5.801 13.668 14.937 12.913 12.458 11.004 12.065
"2854" "FBtr0078011" 3.521 3.499 3.881 2.787 5.602 3.976 4.419 4.764 4.128 3.868 3.992 2.957 3.441 4.597 3.59 5.283 4.867 4.405 4.18 4.621 4.686 4.657
"2855" "FBtr0079637" 11.755 19.639 12.715 16.776 18.199 18.168 19.009 15.001 10.626 9.38 9.217 13.896 23.363 25.657 20.178 10.542 18.13 18.532 18.503 16.705 19.032 20.282
"2856" "FBtr0079589" 6.121 6.797 5.354 4.285 4.793 6.454 5.498 4.877 4.686 3.654 4.548 6.058 4.503 5.763 4.53 5.197 5.311 3.9 3.891 3.233 4.184 4.448
"2857" "FBtr0079636" 69.528 71.432 65.19 72.732 76.578 86.275 60.128 80.387 64.676 66.857 59.952 72.17 75.505 67.906 83.441 80.022 66.068 57.444 62.718 87.824 70.978 73.3
"2858" "FBtr0079635" 64.528 68.013 62.063 68.848 71.881 80.318 57.179 75.666 61.929 63.171 56.513 68.713 71.827 64.998 78.173 72.363 62.145 54.458 59.021 82.229 66.329 68.685
"2859" "FBtr0079590" 30.481 29.666 26.14 23.032 27.9 34.693 33.5 26.346 31.09 22.605 27.839 30.977 40.451 32.06 36.918 90.326 29.613 28.204 29.652 35.571 35.354 34.742
"2860" "FBtr0079633" 34.361 36.107 41.39 38.565 44.584 37.42 37.249 39.652 39.607 36.527 35.81 38.184 48.762 35.017 44.319 55.373 33.628 32.764 35.114 42.068 35.031 38.918
"2861" "FBtr0079634" 30.979 31.666 36.357 34.551 40.284 33.732 32.851 35.464 35.246 32.58 32.206 33.792 43.714 31.312 39.316 50.512 30.359 29.782 31.341 37.581 31.652 34.767
"2862" "FBtr0089935" 31.096 36.03 49.518 40.9 59.047 44.447 61.445 50.26 38.297 62.563 58.09 45.526 83.073 78.343 53.513 89.209 47.731 62.244 54.714 86.737 63.233 76.784
"2863" "FBtr0301187" 32.1 37.243 51.126 42.252 60.937 45.999 63.334 51.671 39.49 64.508 59.748 46.862 85.91 80.892 55.382 92.324 48.691 64.275 56.374 89.425 65.279 79.21
"2864" "FBtr0078012" 433.663 429.324 461.361 437.353 412.706 484.708 402.695 477.81 453.692 452.035 446.429 428.759 446.817 496.143 509.877 272.094 446.235 515.606 427.588 550.328 496.709 485.184
"2865" "FBtr0100469" 253.278 250.664 270.127 255.412 240.852 283.744 235.047 278.513 265.138 263.726 260.704 250.704 260.47 289.526 297.126 158.394 260.17 300.108 249.48 320.957 290.165 283.453
"2866" "FBtr0301908" 456.552 452.592 486.216 461.208 434.749 510.212 424.048 501.607 478.021 476.078 468.893 452.485 471.455 521.976 537.848 288.372 469.653 541.74 450.262 581.365 521.001 509.541
"2867" "FBtr0079593" 4.385 5.862 8.213 5.201 9.391 6.958 7.952 6.244 8.155 10.42 7.348 10.237 7.756 9.75 5.531 5.326 5.224 4.553 5.825 11.739 8.797 7.97
"2868" "FBtr0079632" 0.92 0.575 1.413 0.873 2.127 1.474 0.495 1.153 2.319 1.591 1.008 2.079 0.879 1.176 0.771 0 0.323 0.489 0.726 1.168 0.649 1.058
"2869" "FBtr0079631" 31.157 30.775 33.777 31.55 41.765 36.027 38.282 34.894 32.133 46.431 44.914 43.931 40.788 37.913 35.024 21.076 29.294 33.263 34.236 48.993 36.696 34.534
"2870" "FBtr0302147" 23.85 18.28 25.084 19.912 19.381 26.529 18.973 17.042 25.006 27.415 24.218 25.355 17.772 21.869 19.432 5.261 14.221 14.797 18.82 24.111 20.302 18.657
"2871" "FBtr0302148" 23.336 17.881 24.615 19.501 19.03 26.002 18.619 16.725 24.463 26.834 23.707 24.834 17.399 21.348 19.036 5.122 13.959 14.52 18.464 23.572 19.961 18.327
"2872" "FBtr0079629" 24.417 18.653 25.409 20.254 20.177 26.706 19.454 17.558 25.355 27.854 24.677 25.774 18.241 22.568 19.938 5.505 14.608 15.087 19.248 24.635 20.832 19.207
"2873" "FBtr0079625" 23.607 18.179 24.708 19.598 19.417 25.844 18.954 17.045 24.852 27.119 24.024 25.372 17.767 22.028 19.519 5.436 14.239 14.693 18.66 23.892 20.445 18.788
"2874" "FBtr0079626" 24.307 18.567 25.322 20.147 19.99 26.539 19.361 17.389 25.327 27.782 24.609 25.811 18.173 22.364 19.778 5.436 14.51 15.034 19.183 24.49 20.746 19.106
"2875" "FBtr0079628" 21.767 16.622 22.708 18.045 17.899 23.759 17.346 15.572 22.684 24.881 22.04 23.123 16.29 20.022 17.71 4.867 13.065 13.505 17.219 21.941 18.608 17.116
"2876" "FBtr0079630" 24.426 18.666 25.464 20.257 20.104 26.683 19.475 17.492 25.467 27.932 24.75 25.945 18.265 22.497 19.895 5.468 14.595 15.106 19.287 24.626 20.849 19.193
"2877" "FBtr0301338" 24.835 18.969 25.83 20.562 20.362 27.081 19.803 17.705 25.862 28.343 25.151 26.325 18.505 22.83 20.196 5.566 14.804 15.359 19.564 25.024 21.122 19.424
"2878" "FBtr0301339" 22.127 16.894 23.041 18.322 18.133 24.12 17.644 15.766 23.039 25.241 22.4 23.466 16.509 20.324 17.983 4.955 13.256 13.735 17.469 22.302 18.839 17.32
"2879" "FBtr0079595" 296.262 218.352 169.533 229.113 144.719 122.203 185.916 259.944 105.02 132.755 148.749 171.16 90.842 178.069 213.632 335.38 219.69 169.122 274.32 170.901 199.794 138.13
"2880" "FBtr0078038" 14.879 13.06 14.603 14.344 13.66 14.565 10.881 17.168 13.798 12.047 10.444 13.942 13.695 15.793 17.16 29.081 14.717 11.857 13.108 15.819 13.464 12.327
"2881" "FBtr0273380" 60.34 45.077 35.834 51.041 43.587 37.45 48.261 54.579 36.094 37.442 43.888 38.299 37.885 33.511 39.322 25.61 40.41 41.21 37.468 36.428 25.947 29.575
"2882" "FBtr0273381" 61.917 46.274 36.622 52.356 44.695 38.11 49.44 56.024 36.856 38.321 44.9 38.963 38.917 34.37 40.444 26.344 41.5 42.356 38.452 37.408 26.603 30.322
"2883" "FBtr0079621" 53.645 40.719 32.36 41.262 38.604 40.089 44.005 45.766 30.668 29.745 44.751 26.704 35.764 27.535 28.866 31.575 32.518 36.148 34.102 32.537 23.881 26.265
"2884" "FBtr0079620" 51.876 40.41 31.634 41.42 34.069 39.046 41.967 41.097 29.125 30.085 41.806 28.213 34.087 25.819 27.829 26.956 30.229 33.362 32.332 31.127 23.414 24.525
"2885" "FBtr0290323" 3.88 2.912 6.151 4.017 2.814 4.597 2.557 2.903 4.35 3.331 2.371 3.708 2.592 3.189 3.09 0.076 2.367 2.389 2.333 2.832 3.164 2.215
"2886" "FBtr0079619" 1.119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.684 0 0 0
"2887" "FBtr0112835" 4.756 4.484 3.69 4.654 4.217 3.92 4.689 3.42 3.893 4.109 4.96 4.95 4.272 3.609 3.577 0.972 3.81 4.894 4.51 3.596 3.981 3.47
"2888" "FBtr0079615" 7.457 6.925 5.637 7.198 6.596 6.153 7.236 5.221 5.93 6.312 7.647 7.615 6.655 5.696 5.52 1.45 5.852 7.664 6.898 5.535 6.019 5.257
"2889" "FBtr0079618" 7.464 6.932 5.642 7.205 6.602 6.158 7.243 5.225 5.935 6.307 7.654 7.622 6.661 5.701 5.525 1.451 5.858 7.671 6.904 5.541 6.024 5.262
"2890" "FBtr0112836" 6.488 6.464 5.514 6.861 5.986 6.152 7.211 4.852 5.535 5.971 7.498 7.307 6.659 5.611 5.186 1.969 5.496 7.025 6.458 5.626 5.919 5.312
"2891" "FBtr0079617" 6.874 6.835 5.854 7.27 6.296 6.531 7.605 5.143 5.816 6.277 7.917 7.653 6.937 5.764 5.395 2.09 5.786 7.384 6.795 5.875 6.241 5.589
"2892" "FBtr0078013" 30.969 33.106 28.819 28.143 22.531 31.632 25.034 28.256 27.638 22.522 24.847 24.866 23.812 24.526 26.017 5.609 27.509 30.235 26.252 23.745 26.223 22.866
"2893" "FBtr0078014" 31.659 33.816 29.633 28.931 23.089 32.315 25.68 29.025 28.379 22.957 25.427 25.488 24.402 25.057 26.662 5.79 28.052 30.963 26.851 24.202 26.843 23.388
"2894" "FBtr0078015" 31.828 33.992 29.795 29.105 23.233 32.517 25.874 29.293 28.529 23.128 25.618 25.626 24.572 25.153 26.821 5.846 28.152 31.139 27.003 24.324 26.976 23.508
"2895" "FBtr0079616" 6.779 6.745 5.732 7.359 6.303 6.143 7.791 4.994 5.552 6.196 8.119 7.55 6.979 5.794 5.459 2.197 5.877 7.117 6.766 5.928 6.091 5.515
"2896" "FBtr0079596" 0 0 0.522 0 0.248 0 0 0 0.249 1.036 0.355 0 1.108 0 0.292 0 0 1.233 0.647 1.636 0 0.314
"2897" "FBtr0079614" 11.185 11.092 10.911 13.313 10.31 12.168 11.39 10.939 11.765 10.976 10.825 14.55 12.685 11.562 11.889 9.627 12.777 11.003 11.675 12.385 12.026 10.305
"2898" "FBtr0079597" 18.281 19.299 23.355 17.358 16.037 21.514 16.496 19.759 22.317 12.727 16.957 19.993 18.525 17.612 22.615 14.518 21.039 21.612 21.343 19.137 23.082 20.283
"2899" "FBtr0079598" 8.049 9.329 9.106 9.862 7.694 9.057 9.28 7.774 8.456 9.975 8.037 9.247 8.272 7.88 8.158 12.709 5.873 7.252 7.35 8.033 7.056 6.558
"2900" "FBtr0079613" 22.269 20.561 17.38 21.783 24.115 20.961 19.452 16.483 19.638 22.87 17.264 20.914 22.437 19.276 24.718 20.616 23.058 22.837 20.596 21.337 16.636 17.937
"2901" "FBtr0079599" 7.188 6.428 8.809 6.598 8.057 6.855 6.888 7.961 7.654 7.231 7.497 8.135 7.157 7.149 6.958 6.208 6.196 6.704 7.778 7.65 7.484 8.247
"2902" "FBtr0079612" 5.938 5.894 8.086 5.631 4.988 6.436 6.108 5.693 8.047 7.037 8.324 8.225 7.133 4.952 6.627 2.482 6.988 4.161 6.906 5.262 6.061 7.081
"2903" "FBtr0079600" 8.508 8.623 9.123 8.326 7.331 8.583 7.978 7.577 8.155 9.009 8.261 9.69 8.199 6.813 7.041 3.16 9.352 8.349 9.639 7.648 7.882 7.697
"2904" "FBtr0301169" 0.461 0.264 1.272 0.422 0.288 0.432 0.338 0.367 0.455 0.316 0.402 0.489 0.515 0.681 0.398 0.563 0.568 0.43 0.538 0.504 0.896 0.794
"2905" "FBtr0301170" 0.461 0.264 1.257 0.422 0.288 0.405 0.338 0.367 0.448 0.308 0.392 0.489 0.515 0.681 0.398 0.564 0.568 0.43 0.532 0.504 0.897 0.785
"2906" "FBtr0079601" 11.97 14.758 18.268 14.056 11.88 13.543 13.912 12.003 15.871 14.368 16.961 20.367 11.972 16.815 10.531 17.469 10.497 10.189 12.702 11.143 12.057 10.13
"2907" "FBtr0079609" 63.575 78.07 46.175 61.03 56.284 71.596 57.513 64.834 68.833 44.206 42.748 65.11 66.49 84.058 88.963 49.731 76.664 80.675 64.463 67.382 74.815 65.142
"2908" "FBtr0079602" 71.157 65.714 33.758 64.619 61.764 38.861 46.988 93.922 45.936 37.537 36.856 47.417 45.8 41.134 47.002 33.056 40.217 52.482 44.904 30.324 36.219 37.121
"2909" "FBtr0079603" 75.332 70.945 36.858 68.173 65.449 43.56 49.317 96.756 49.298 41.447 39.288 51.979 47.336 42.3 47.234 33.096 40.897 53.076 46.296 31.065 37.231 38.032
"2910" "FBtr0302121" 49.318 51.951 59.197 60.816 54.981 55.402 54.646 51.453 47.34 53.085 46.005 44.848 43.417 52.516 56.342 25.913 39.604 44.23 33.861 45.528 33.712 40.004
"2911" "FBtr0302120" 49.286 50.164 58.466 57.986 49.517 55.132 53.143 49.959 45.673 50.248 45.033 39.615 39.984 48.089 50.815 20.299 36.778 45.151 34.101 41.736 33.317 35.752
"2912" "FBtr0302612" 55.247 56.452 65.356 64.973 55.565 61.81 59.597 55.765 51.192 56.218 50.332 44.318 44.763 53.983 56.654 22.36 40.961 50.466 38.078 46.616 36.963 39.941
"2913" "FBtr0078037" 58.05 61.503 69.428 71.596 64.897 65.231 64.386 60.246 55.742 62.378 53.953 52.753 51.082 62.005 65.97 30.026 46.281 51.834 39.639 53.412 39.131 46.966
"2914" "FBtr0079604" 23.6 26.649 24.989 24.675 16.358 24.609 18.261 19.314 25.83 20.431 22.977 26.479 22.334 24.583 21.812 19.845 30.757 30.469 26.73 21.024 25.883 22.238
"2915" "FBtr0079605" 1.128 0.733 0.536 0.887 0.431 1.102 0.635 0.44 1.337 0.839 0.813 1.122 0.088 0.192 0.231 0 0.483 0.195 0.272 0.103 0.277 0.397
"2916" "FBtr0079606" 63.833 62.646 9.272 84.35 58.082 21.25 42.453 68.047 19.481 22.603 16.432 14.182 62.018 35.307 59.783 52.182 51.44 66.178 40.906 20.335 20.552 25.846
"2917" "FBtr0290075" 56.94 56.022 64.095 67.998 57.351 60.489 63.842 60.737 49.458 57.652 52.454 39.041 43.846 57.237 57.629 17.736 39.023 56.509 37.319 50.195 33.548 39.144
"2918" "FBtr0079608" 11.942 9.945 9.022 8.822 9.106 9.905 9.342 7.712 9.611 9.975 10.05 12.508 10.543 10.247 8.983 3.064 9.94 10.175 12.325 11.18 10.688 10.036
"2919" "FBtr0100541" 608.587 785.977 678.069 802.061 857.749 722.925 1037.823 850.07 586.196 1067.447 1042.602 781.857 800.532 793.217 949.246 1624.053 705.399 766.117 703.611 948.071 748.239 769.173
"2920" "FBtr0079724" 593.155 766.047 660.876 781.724 836 704.594 1011.507 828.515 571.332 1040.38 1016.165 762.032 780.233 773.103 925.177 1582.872 687.512 746.69 685.77 924.032 729.267 749.67
"2921" "FBtr0079646" 12.415 13.01 11.864 12.113 13.454 12.948 14.064 14.134 11.412 11.51 13.962 15.62 14.856 6.29 9.584 22.257 9.782 9.013 11.008 12.003 11.562 12.214
"2922" "FBtr0005088" 61.447 63.112 55.855 62.06 65.411 58.45 59.571 64.638 55.106 61.396 57.422 66.091 61.711 60.357 66.291 37.623 57.598 69.027 59.633 68.459 51.53 50.335
